"Data_Status","State","MSN","X1970","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013"
"2013F","DC","EMLCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013F","DC","ESISB","8965","9344","9423","9937","8926","8639","9520","10419","10534","10905","11451","11587","11598","12169","8386","8647","8890","9240","9585","9996","10155","10417","10192","10155","912","894","859","895","893","850","930","958","964","912","962","875","818","1012","877","799","783","738","745","776"
"2013F","DC","ESRFB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013F","DC","GECCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013F","DC","GEICB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013F","DC","GERCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","59","22","22"
"2013F","DC","HYCCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013F","DC","HYICB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013F","DC","LGISB","8","8","9","9","8","7","8","8","9","10","10","10","14","13","19","9","8","9","11","12","9","8","16","11","11","10","11","14","2","4","17","9","3","7","5","5","4","7","4","4","4","9","8","6"
"2013F","DC","LGRFB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013F","DC","LOTCB","44510","45871","46784","49606","45665","47438","49074","51075","53577","53772","57410","56178","58448","61127","61747","64188","65740","68021","70859","76033","82785","85425","83651","87488","85354","86598","83980","82201","83825","85760","88295","88081","90262","88300","93348","95216","92040","98100","95974","98804","93262","89808","84597","83251"
"2013F","DC","NGISB","447","486","622","615","583","437","440","386","358","577","387","349","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013F","DC","NGLPB","2","3","0","3","3","2","0","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013F","DC","NGPZB","20","21","37","23","18","22","23","21","19","23","0","0","364","392","400","382","362","264","239","251","255","267","268","277","245","256","241","251","263","249","250","242","248","483","478","513","476","244","209","183","216","1730","1099","1477"
"2013F","DC","NGRFB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013F","DC","P5RFB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013F","DC","PCISB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013F","DC","PCRFB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013F","DC","RFISB","20721","19465","14293","12897","7635","4312","2911","3154","2507","330","339","112","254","12","17","5","0","0","0","2","5","8","12","0","5","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013F","DC","RFRFB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013F","DC","SFCCB",,,,,,,,,,,"1","1","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013F","DC","SFINB",,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013F","DC","SFRCB",,,,,,,,,,,"1","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013F","DC","SOCCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013F","DC","SOHCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","3","6","6","10","15","72","209","250","286"
"2013F","DC","SOICB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013F","DC","TEPFB","44607","45969","46895","49706","45773","47549","49196","51207","53732","53968","59417","57807","61386","63325","64420","66914","68248","69854","72773","78054","83821","86510","84778","88949","86725","87980","85392","83290","84832","86775","89369","88849","91046","89345","94399","95757","92544","98376","96220","99019","93570","91821","85981","85055"
"2013F","DC","TERFB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013F","DC","TETCB","205891","199397","188830","193442","171284","163161","164436","163353","160278","152431","153262","149272","163811","162575","167024","165934","174696","174234","174976","180533","181020","187140","186771","193439","188776","191024","188535","185282","181651","185745","192617","188764","192711","189136","196871","196021","182521","194953","186874","191266","186232","179913","168825","170934"
"2013F","DC","TNSCB","161285","153428","141935","143736","125511","115612","115241","112146","106546","98463","93847","91466","102471","99250","102604","99020","106448","104380","102203","102479","97199","100630","101993","104490","102051","103043","103143","101992","96820","98970","103248","99915","101665","99791","102472","100264","89977","96577","90655","92247","92662","88092","82844","85879"
"2013F","DC","WDRSB","30","30","30","30","36","36","41","46","56","61","821","667","1055","740","932","960","874","636","678","686","452","474","497","670","636","636","661","461","410","421","453","287","291","307","314","14","12","14","15","9","8","8","8","11"
"2013F","DC","WDRXB","73","73","73","73","85","85","97","109","133","145","1959","1591","2518","1766","2223","2290","2086","1517","1619","1637","704","738","774","1044","991","991","1029","718","638","655","706","447","454","478","490","22","19","21","24","15","13","13","12","17"
"2013F","DC","WWCSB","1","1","1","1","1","1","1","1","1","1","20","16","24","17","21","23","26","22","24","56","49","52","54","90","86","87","91","77","67","71","76","51","52","54","53","2","2","2","2","1","1","1","1","1"
"2013F","DC","WWCXB","1","1","1","1","2","2","2","2","3","3","49","38","57","40","50","54","61","52","57","133","77","80","85","141","135","136","141","120","105","110","118","79","81","84","82","4","3","3","4","2","2","2","2","2"
"2013F","DC","WWISB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
